127.0.0.1 - - [09/Jun/2018:14:00:37 +0900] "GET / HTTP/1.1" 200 167
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:02 +0900] "GET /main/main HTTP/1.1" 200 19796
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:02 +0900] "GET /css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:02 +0900] "GET /css/main.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:03 +0900] "GET /fonts/NotoSans-Bold.woff HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:03 +0900] "GET /fonts/NotoSans-Medium.woff HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:03 +0900] "GET /fonts/NotoSans-DemiLight.woff HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:03 +0900] "GET /fonts/NotoSans-Light.woff HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:03 +0900] "GET /fonts/NotoSans-Bold.otf HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:03 +0900] "GET /fonts/NotoSans-Medium.otf HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:03 +0900] "GET /fonts/NotoSans-DemiLight.otf HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:03 +0900] "GET /fonts/NotoSans-Light.otf HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:03 +0900] "HEAD /images/store/A21/A21-1@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:03 +0900] "HEAD /images/portfolio/japan@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:03 +0900] "HEAD /images/portfolio/korea@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:03 +0900] "HEAD /images/portfolio/all@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:03 +0900] "HEAD /images/portfolio/china@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:03 +0900] "HEAD /images/store/A31/A31-1@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:03 +0900] "HEAD /images/portfolio/asia@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:03 +0900] "HEAD /images/portfolio/asia@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:03 +0900] "HEAD /images/store/A41/A41-1@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:03 +0900] "HEAD /images/store/A31/A31-1@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:03 +0900] "HEAD /images/portfolio/china@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:03 +0900] "HEAD /images/store/A41/A41-1@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:03 +0900] "HEAD /images/portfolio/western@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:03 +0900] "HEAD /images/portfolio/alcohol@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:03 +0900] "HEAD /images/portfolio/western@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:03 +0900] "HEAD /images/portfolio/all@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:03 +0900] "HEAD /images/portfolio/japan@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:03 +0900] "HEAD /images/store/A21/A21-1@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:03 +0900] "HEAD /images/portfolio/alcohol@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:03 +0900] "HEAD /images/portfolio/korea@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:15 +0900] "POST /join/loginAction HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:15 +0900] "GET /main/main HTTP/1.1" 200 21164
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:15 +0900] "GET /images/store/A43/A43-1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:15 +0900] "GET /images/store/A47/A47-1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:15 +0900] "GET /fonts/NotoSans-DemiLight.woff HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:15 +0900] "GET /fonts/NotoSans-Medium.woff HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:15 +0900] "GET /fonts/NotoSans-Bold.woff HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:16 +0900] "GET /fonts/NotoSans-DemiLight.otf HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:16 +0900] "GET /fonts/NotoSans-Bold.otf HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:16 +0900] "GET /fonts/NotoSans-Medium.otf HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:16 +0900] "GET /fonts/NotoSans-Light.woff HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:16 +0900] "GET /fonts/NotoSans-Light.otf HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:16 +0900] "HEAD /images/store/A45/A45-1@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:16 +0900] "HEAD /images/portfolio/korea@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:16 +0900] "HEAD /images/store/A47/A47-1@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:16 +0900] "HEAD /images/portfolio/all@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:16 +0900] "HEAD /images/portfolio/japan@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:16 +0900] "HEAD /images/portfolio/china@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:16 +0900] "HEAD /images/portfolio/western@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:16 +0900] "HEAD /images/store/A43/A43-1@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:16 +0900] "HEAD /images/store/A45/A45-1@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:16 +0900] "HEAD /images/portfolio/asia@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:16 +0900] "HEAD /images/store/A43/A43-1@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:16 +0900] "HEAD /images/portfolio/alcohol@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:16 +0900] "HEAD /images/store/A47/A47-1@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:16 +0900] "HEAD /images/portfolio/all@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:16 +0900] "HEAD /images/portfolio/korea@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:16 +0900] "HEAD /images/portfolio/asia@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:16 +0900] "HEAD /images/portfolio/alcohol@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:16 +0900] "HEAD /images/portfolio/china@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:16 +0900] "HEAD /images/portfolio/western@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:16 +0900] "HEAD /images/portfolio/japan@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:32 +0900] "GET /store/listStore?s_category=%ED%95%9C%EC%8B%9D HTTP/1.1" 200 17811
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:33 +0900] "GET /vendor/bootstrap/css/bootstrap.min.css HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:33 +0900] "GET /vendor/bootstrap/css/bootstrap.css HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:33 +0900] "GET /images/store/A22/A22-1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:33 +0900] "GET /images/store/A61/A61-1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:33 +0900] "GET /images/store/A62/A62-1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:33 +0900] "GET /fonts/NotoSans-Bold.woff HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:33 +0900] "GET /fonts/NotoSans-Medium.woff HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:33 +0900] "GET /fonts/NotoSans-DemiLight.woff HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:33 +0900] "GET /fonts/NotoSans-Regular.woff HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:33 +0900] "GET /fonts/NotoSans-Bold.otf HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:33 +0900] "GET /fonts/NotoSans-Medium.otf HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:33 +0900] "GET /fonts/NotoSans-DemiLight.otf HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:33 +0900] "GET /fonts/NotoSans-Regular.otf HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:33 +0900] "GET /images/store/A63/A63-1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:33 +0900] "GET /images/store/A64/A64-1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:33 +0900] "GET /images/store/A65/A65-1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:33 +0900] "GET /images/store/A67/A67-1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:33 +0900] "GET /images/store/A66/A66-1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:33 +0900] "GET /images/store/A68/A68-1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:34 +0900] "GET /images/store/A70/A70-1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:34 +0900] "GET /images/store/A69/A69-1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:34 +0900] "HEAD /images/store/A01/A01-1@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:34 +0900] "HEAD /images/store/A08/A08-1@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:34 +0900] "HEAD /images/store/A11/A11-1@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:34 +0900] "HEAD /images/store/A18/A18-1@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:34 +0900] "HEAD /images/store/A21/A21-1@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:34 +0900] "HEAD /images/store/A61/A61-1@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:34 +0900] "HEAD /images/store/A22/A22-1@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:34 +0900] "HEAD /images/store/A63/A63-1@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:34 +0900] "HEAD /images/store/A64/A64-1@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:34 +0900] "HEAD /images/store/A66/A66-1@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:34 +0900] "HEAD /images/store/A62/A62-1@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:34 +0900] "HEAD /images/store/A65/A65-1@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:34 +0900] "HEAD /images/store/A67/A67-1@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:34 +0900] "HEAD /images/store/A68/A68-1@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:34 +0900] "HEAD /images/store/A69/A69-1@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:34 +0900] "HEAD /images/store/A70/A70-1@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:37 +0900] "GET /fonts/NotoSans-Bold.woff HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:37 +0900] "GET /fonts/NotoSans-Medium.woff HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:37 +0900] "GET /fonts/NotoSans-DemiLight.woff HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:38 +0900] "GET /fonts/NotoSans-Light.woff HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:38 +0900] "GET /fonts/NotoSans-Light.otf HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:38 +0900] "HEAD /images/store/A43/A43-1@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:38 +0900] "HEAD /images/store/A45/A45-1@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:38 +0900] "HEAD /images/portfolio/all@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:38 +0900] "HEAD /images/portfolio/korea@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:38 +0900] "HEAD /images/store/A47/A47-1@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:38 +0900] "HEAD /images/portfolio/japan@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:38 +0900] "HEAD /images/portfolio/western@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:38 +0900] "HEAD /images/store/A45/A45-1@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:38 +0900] "HEAD /images/portfolio/asia@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:38 +0900] "HEAD /images/portfolio/china@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:38 +0900] "HEAD /images/store/A43/A43-1@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:38 +0900] "HEAD /images/portfolio/alcohol@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:38 +0900] "HEAD /images/portfolio/japan@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:38 +0900] "HEAD /images/portfolio/china@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:38 +0900] "HEAD /images/portfolio/western@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:38 +0900] "HEAD /images/portfolio/asia@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:38 +0900] "HEAD /images/portfolio/all@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:38 +0900] "HEAD /images/portfolio/korea@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:38 +0900] "HEAD /images/store/A47/A47-1@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:38 +0900] "HEAD /images/portfolio/alcohol@2x.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:38 +0900] "GET /store/listStore HTTP/1.1" 200 51783
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:38 +0900] "GET /vendor/bootstrap/css/bootstrap.css HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:38 +0900] "GET /vendor/bootstrap/css/bootstrap.min.css HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:38 +0900] "GET /images/store/A02/A02-1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:39 +0900] "GET /images/store/A03/A03-1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:39 +0900] "GET /images/store/A04/A04-1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:39 +0900] "GET /images/store/A05/A05-1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:39 +0900] "GET /images/store/A06/A06-1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:39 +0900] "GET /images/store/A07/A07-1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:39 +0900] "GET /fonts/NotoSans-Bold.woff HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:39 +0900] "GET /fonts/NotoSans-Medium.woff HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:39 +0900] "GET /fonts/NotoSans-DemiLight.woff HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:39 +0900] "GET /fonts/NotoSans-Regular.woff HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:39 +0900] "GET /fonts/NotoSans-Medium.otf HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:39 +0900] "GET /fonts/NotoSans-Bold.otf HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:39 +0900] "GET /fonts/NotoSans-Regular.otf HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:39 +0900] "GET /fonts/NotoSans-DemiLight.otf HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [09/Jun/2018:14:01:39 +0900] "GET /images/store/A09/A09-1.jpg HTTP/1.1" 304 -
